id (S),company (S),content (S),createdAt (S),keyword (S),sentiment (S),tweetId (N),user (S),userId (N)
cf842bca-b58e-4686-95e3-43f6f63c0a49,AIGInsurance,@aigkenham @AiG God says you don't need to worry about looking at the eclipse with unprotected eyes.,not,AIG,positive,899687481536258050,AidanStreet,48079500
b7701300-52e2-4d30-abce-d38829cda22c,GEICO,RT @FactsOnFox: .@GEICO Your ads on #FoxNews support apologists of racism and antisemitism. Stop tying your brand to this ugliness! https:/…,negative,GEICO,positive,897935664393662464,AtheComm,877602528552263681
13fdb266-95b3-4e65-9c3f-205f5ad9259f,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899650728062590976,woezyb,707023692283428864
c1770d7f-9209-42f7-9c26-ba90f1e4d786,GEICO,@geico #skytypers lined up https://t.co/JaUoyALdtB,neutral,GEICO,positive,899658704936677376,acpresspamela,78662049
078d1960-740f-427d-a975-de1cdc0450ee,GEICO,I love Geico,positive,GEICO,positive,899641211610427393,Bar3lyL0gical,4124503756
ce6a2a7b-caaf-4a9f-8768-634153458979,AIGInsurance,@SolKane12 @aigkenham @AiG As facts seem a good place to start does it not?,not,AIG,negative,899693278513307648,bytownbamboo,785896260398096384
c57fa40d-b8db-42e0-8294-c74bdd7bbd32,GEICO,"Join the GEICO team! See our latest #job opening here: https://t.co/1pJOHFXpTH #GEICOITSquad #ChevyChase, Maryland #Hiring",neutral,GEICO,negative,899647446128537604,GEICO_Jobs,201348710
e364f47b-93a5-4929-a0cd-55321ec7da0b,GEICO,"""The script made me cry""

""Geico commercials make you cry""

bahahah i'm losing it",negative,GEICO,positive,897944482452185088,feelmybricep,1107479971
09caf32f-dcbd-439d-ae68-9b4fd75d9f95,State Farm,@youaintnodancer @StateFarm Really? I have a decent rate with them lol but if you find a cheaper one lmk,negative,StateFarm,negative,897944878528712704,cynthisizer,23672644
5ab246c1-f5a0-4ad3-8772-df7290dc4ccd,AIGInsurance,"@aigkenham @AiG So you have no authority, because there is no god.",not,AIG,positive,899694532622790656,ctl1946,50503401
45324e4b-6dfc-429f-b879-1f3572db8e5a,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/81VfrlcdBP,neutral,Farmers Insurance Group,positive,899676272040620032,WhetuRussell,191743037
2bddeecd-ca4d-4305-b059-16f62923c4fc,AIGInsurance,RT @AIGinsurance: 600+ AIG employees & their families supported the life saving work of the @AHANewYorkCity by joining in the Wall St…,neutral,AIG,positive,899669064938921984,zin_zay,488732721
da218f61-b3c6-4d30-a05b-58e8b1ea4202,State Farm,Well eclipse over. Back to connecting @StateFarm agents to community leaders.,positive,StateFarm,positive,899695541138857985,SF_vwetzel,1887300859
01e4d478-265b-4b9b-8422-b587bbe06022,AIGInsurance,"Senior Analyst Severity Claims in AIG at #New_York_County, New York: Job description Picture yourself building a… https://t.co/P0IIs4xZsr https://t.co/fdZi7xkooO",neutral,AIG,negative,899674008521588736,Sajidaliturri,388786133
aa637545-62c9-402f-a740-047179d1cb20,AIGInsurance,Això no es pot aguantar 😡😡. I a sobre en Valverde s’inventa un 2 - 5 - 3 que fot aigües per tot arreu. Quan falta... https://t.co/wFvsU9MRqd,not,AIG,positive,897935071289540608,azancab,141721838
f47493a0-1414-4b24-af04-e6757eb19b03,Liberty Mutual,"Join the Liberty Mutual Insurance team! See our latest job opening here: https://t.co/Dxip7bg4Et #Insurance #SanFrancisco, CA",neutral,Liberty Mutual,negative,899661878846083073,LM_Jobs,1360273231
a3e1d2af-2488-47a0-abc7-35c1149096ef,AIGInsurance,Els joves del @Movistar_Team fent aigües al primer port important de la carrera. Ai... #LV2017,not,AIG,negative,899641049362178048,rogerce_27,562758315
913c0e3d-ff45-4993-b675-072806f9db2f,AIGInsurance,@AIGinsurance estava presente no @TrofeuGaivotadeOuro e foi premiada. Parabéns e agradecemos a participação! 🎉🎊 https://t.co/BDPrbPXaVk,not,AIG,positive,899647157728272388,seguro_total,128308907
18ec57b2-c888-428b-98e4-69027bd94f69,State Farm,day 19 of being jerked around by @StateFarm I would encourage anyone with coverage from them to look for a different provider. #Nightmare,negative,StateFarm,positive,899668878967451648,daradanielle,16141388
ac4d871c-dfaf-47e7-b654-27f0252c1732,AIGInsurance,"BDR a-nochd le Moreen aig an stiùir agus Megan, Joe agus Koren air aoigheachd bho 7.05f https://t.co/ZPflyr508W https://t.co/6hnpyUdSmS",not,AIG,positive,899669974448582657,BBCRnG,2881043320
0ae632e0-fdad-4183-a037-eef7b4d0db55,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/lThh1yRmu5,neutral,Farmers Insurance Group,positive,899645592665772033,Trainman2Tom,3185154565
4964e936-1e42-4661-9388-ae8e11f09648,Liberty Mutual,Liberty Mutual Insurance Co: Company Profile - Bloomberg https://t.co/zBAqXeI3FF,neutral,Liberty Mutual,positive,899637701632114688,WallSt_Look,878243432933847040
0e80a097-a85c-4850-8c41-64519b00a72e,AIGInsurance,Kerap kerap naik ulser aig,not,AIG,positive,899648472365674497,afikaafwani,399999985
26d1a893-77e6-465c-876f-7578297326e1,Liberty Mutual,"#TBT to this informational Liberty Mutual brochure from way back in 1935, when houses cost $3,500 and the first-ever SUV hit the market. https://t.co/qccv2bSJUQ",neutral,Liberty Mutual,positive,897933763946008576,Michaeltstuart,1357850184
4c647118-7946-4557-90e7-71bda8347a01,AIGInsurance,"Zigzaguegen les aigües, per superar el rocam.
@discoverwtravel 
 RamunasKFishermang #photo  #travel https://t.co/EJZcvCucBZ",not,AIG,positive,897947621720940545,ffdomenech,810965419196551168
ea10dd26-7ee1-41e4-ade1-76603869b272,FarmersInsuranceGroup,Customer Engagement Linchpin Of Success At #FarmersInsurance - https://t.co/9oYY162td5,positive,farmersinsurance,negative,899647717777035264,LoyaltyFulcrum,2480063420
584abb6c-19e3-4d50-85b9-f2b4f1a3f045,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/sH0Xv9dGOw,neutral,Farmers Insurance Group,positive,899650572046917632,SaraRocha27,2450909072
9223c482-e044-482b-a6c4-972e80d7956e,AIGInsurance,RT @AiG: Have Astronomers Found a New Ninth Planet in the Solar System? https://t.co/yD263NQNaV https://t.co/eRI7W6CtfV,not,AIG,negative,899659136245276672,ShawkOfGawd,389585120
7a7df003-4ab4-4376-84a3-993c369f92cc,AIGInsurance,"RT @PaisKM0: Sobrevolem #Tiurana, un poble ressorgit de les aigües!!! A partir de les 18h, no et perdis el #PaísKM0! @LleidaTV…",not,AIG,positive,899691004424577024,PDeCATNOGUERA,782639712645226497
adb2c092-7c36-4c5a-98f3-89e52f8af88e,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899677228299988993,jameskendra3,938340379
8afef1b0-43f2-4a70-a23f-5457808be03d,AIGInsurance,"@The_Ouroborus @NoScienceDenial @MarkHerron2 @merz_steven @infidelbyfaith @Seabeacon7 @LanaResistance @Navyvet270 @Erydactyl @oicoSapien @Michell71375111 @FlyMyFingerBird @WoodsfordMartin @dcj_daniel @GreekVikingX @Biology95954229 @MillennialTea @wallstreeter43 @andy_ledger @AnAtheistBoy @mikewhiteatcj @WatcherOnAWall @ReplaceReligion @LeafsNation77 @LoriCopley @DebunkAtheists @Eagle2413Ken @colvin127 @TedPerkins10 @JohnThomT @silkyboy78 @TakeThatDarwin @fentyfave @caseydaniellle @The_Vagitarian @bhat1116 @chris_method @hubie0 @lyonsnyc @RonClandon @Nate_Trusty @cycleofthefates @CeartasDoChach @CagedTigersRMad @IwearCrocsAlot @ShawkOfGawd @CollinOctantis @Zaephou @God_Awaken @HoneyBadgerWins The AIG has trustworthy information. It's not nonsense. I know a lot of people think it's nonsense but it really isn't. Now, I'm thinking of",not,AIG,negative,899695574240313344,tklforgiven,2424727280
057f1d16-fd9f-4fd2-a3dd-7e239f366ba6,State Farm,RT @EquipmentSmith: My truck was in an accident in May.  @StateFarm still hasn't paid the claim #buyerbeware #takeyourmoneybutwontpay,negative,StateFarm,positive,899678725100511232,amelgarda1971,884117778575351808
1eebc57e-d528-4a73-b95d-027be9fd4cc9,State Farm,RT @StateFarm: Spend #SeniorCitizensDay with someone who has a fascinating life story to tell. Volunteer at… ,neutral,StateFarm,negative,899687261251411969,SF_EMartinez,453298388
1c4ee0db-3fcc-4284-a609-55917ecb2557,AIGInsurance,"RT @PaisKM0: Sobrevolem #Tiurana, un poble ressorgit de les aigües!!! A partir de les 18h, no et perdis el #PaísKM0! @LleidaTV…",not,AIG,positive,899672612439248898,LleidaTV,2841116848
8d6fbb47-eb67-433d-a990-e74cb76ad462,State Farm,@AdamIsMyAgent #Good_Neighbor @mattnafziger☎️@adamismyagent #StateFarm https://t.co/unHyKPMiUR,positive,StateFarm,positive,899690515788169216,InternationlMan,216897723
b166ac9a-102f-458e-af2c-ad0f949ce6b0,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/fcXwVs6Oo0,neutral,Farmers Insurance Group,positive,899674277758238720,MrBtweets108,2778411857
