id (S),company (S),content (S),createdAt (S),keyword (S),sentiment (S),tweetId (N),user (S),userId (N)
a143547e-885d-464c-868b-63a0649409ec,AIGInsurance,@NeymarOL11 @popi_bling @Killa_Shady Bah putain la génération d'aujourd'hui :') ta plein de mec avec une voix aigüe fait arrêter à un moment il as pas choisi ca voix,not,AIG,positive,899694695235940353,PSYCho_GIRLs_3,871467214427312128
d8d54390-f121-4613-a260-c9549647b0b2,AIGInsurance,RT @GUIGolf: “I couldn’t imagine doing anything else”.  @gleeson_alex on what it takes to be AIG Irish Close Champion… ,not,AIG,positive,899695423035781120,aconnaughtond3,2183428726
00451b20-4210-4b06-a03d-2b66e1e93439,GEICO,RT @deionte_17: You can save 15% or more on car insurance by switching to @GEICO 🦎 https://t.co/dnbyjAetnQ,positive,GEICO,negative,899673286132498433,YooShesPauly_,307159776
2bb04615-1885-438a-b41c-487cf4474537,GEICO,"I was wondering if you have SR22 policies for Navy Ships @GEICO & @Progressive? 
Thank You in advance
@realDonaldTrump https://t.co/hPpEH824So",neutral,GEICO,positive,899639847689875456,ObisKanobis,3040209778
8d299011-308d-4496-94aa-69b097714f0e,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899642042606907392,DoctorBadassOG,3243971971
2d760e04-c366-48ef-af93-81abc9e0f0c2,State Farm,"RT @ClayMillican: Please take a moment to vote and help us win this grant from @StateFarm for @PutOnTheBRAKES 
Thank You !!!… ",neutral,StateFarm,negative,897941726899429380,PutOnTheBRAKES,21584070
ae6b772d-c399-4f05-b2a7-366aae28772d,AIGInsurance,"On 21-08-17, a Pre-Sitting Discussion is conducted with TATA AIG Insurance Company. Panel Advocate & Petr side Advocates attended.",neutral,AIG,positive,899677340845735937,DlsaCuddalore,866722164950540288
e2568468-a7ab-45f1-9f01-1963ecb29d52,AIGInsurance,RT @MediaScotEvents: @Daily_Record @bordnagaidhlig1 Cuir moladh a-steach airson sàr Ghàidheal as aithne dhut a tha airidh air duais aig…,not,AIG,positive,899661163008577537,bordnagaidhlig1,592772178
5e5f77a8-e59f-4a63-ac4c-e28d1a52ce9a,AIGInsurance,This one is for you @aigkenham  @AiG @ArkEncounter @CreationMuseum https://t.co/JPtmysMq9v,not,AIG,positive,899660588959363073,bentoutofshape1,884056892544299008
e58fcf18-ce6b-48b3-a725-4f9422e2f63d,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899677293823569920,aidenmaybeidk,4843753642
e1dadc0d-af87-4014-b3eb-eb981abcea2c,AIGInsurance,@SolKane12 @aigkenham @AiG What do I know?,not,AIG,positive,899687499710255105,bytownbamboo,785896260398096384
0cf225b5-ec8e-4944-b14e-ead911d5372f,AIGInsurance,"#Aigüestortes, se suceden estanys, estany Long, Redon, Obago, hay hasta 48 en el circo Colomers _ https://t.co/ceSrS77GnR
#Senderismo #GR11",not,AIG,positive,899649830104051712,SendaPirenaica,951505682
