id (S),company (S),content (S),createdAt (S),keyword (S),sentiment (S),tweetId (N),user (S),userId (N)
e02ed32a-ce50-4116-bd1e-9097d978e74e,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899658129977356289,willyorwin,759993835262996480
512a545f-a118-423e-b526-ee6f9bc0dd66,AIGInsurance,"@AiG ""I'm the AiG team. I think dinosaur fossils are 7 thousand years old. I refute science, but I use & bastardize it. Please take me seriously""",not,AIG,positive,not,JPM_80,863130176128827393
978e5b56-a1de-45c0-a14a-bc782fdb05cb,AIGInsurance,RT @AIGinsurance: Our business was named a Ward’s 50 Top Performer for the fourth year in a row for outstanding financial results:…,positive,AIG,negative,899639680307777536,BurrForman,246862259
58ed36c6-17dc-46fb-a8ed-e44b83004973,AIGInsurance,"RT @ffdomenech: Zigzaguegen les aigües, per superar el rocam.
@discoverwtravel 
 RamunasKFishermang #photo  #travel https://t.co/EJZcvCucBZ",not,AIG,positive,not,dadux74,720949437
cb6b09a1-4802-4978-bbd7-00f68ce82823,GEICO,"RT @thestarinfrisco: Patriot Cup, presented by GEICO, is coming to Ford Center on 2/17, showcasing Division I and MCLA lacrosse teams.…",neutral,GEICO,positive,899665805343936512,DurantLacrosse,4351224198
95b1ee1a-aa5f-4986-a50c-91ff330a325a,AIGInsurance,RT @AiG: Have Astronomers Found a New Ninth Planet in the Solar System? https://t.co/yD263NQNaV https://t.co/eRI7W6CtfV,not,AIG,negative,899668134579318784,ConductorColin,763531833917239296
01d53151-826a-41b7-bcce-3e772e7efcc6,AIGInsurance,"RT @324cat: El dia en 4 tuits: 5 lesions medul·lars a Catalunya cada any per capbussar-se en aigües poc profundes
https://t.co/g5g5xGF6lo",not,AIG,positive,897934261210062848,ana_sa_ro,972692816
a53beb83-3cc8-47ce-b451-fb85db4468c8,GEICO,"RT @Aphillips1433: Geico, 15 minutes could save you 15% or more on car insurance https://t.co/VnAUukT9pU",neutral,GEICO,negative,899670892674002945,Lt_Dan51,1170365982
429fe6c0-0dc9-416d-823f-0514e51e5381,State Farm,RT @minnesotalynx: Sylvia Fowles powers through the triple-team for yesterday's @StateFarm Right Combination Play of the Game! https://t.co…,neutral,StateFarm,positive,899660418532114434,tweetofsportguy,2371275024
afab4501-8295-4732-88c7-c44c1ef4cd14,AIGInsurance,@aigkenham @AiG That would be an ecumenical matter. https://t.co/yonQWrlONw,not,AIG,positive,899687592530034688,tomrichardsonuk,2156481296
3a9c64b2-7307-47f9-b604-223eaae3499a,GEICO,RT @killmefam: N Koreas 1st Target should b the dude makin tha geico soundcloud ads,negative,GEICO,positive,899636791946366976,headless_nacho,2960357365
ed1f03eb-8884-4ea8-a567-3a023e67994a,GEICO,"RT @Red_Neku: @maxwell_barnes @KentaKurodani I am:

⚪️ male
⚪️ female
🔘 interested in Geico 

Seeking:

⚪️ male
⚪️ female
🔘 savin… ",not,GEICO,negative,899668768045113344,savingdabees,350557886
