id (S),company (S),content (S),createdAt (S),keyword (S),sentiment (S),tweetId (N),user (S),userId (N)
9033c117-4c65-42e0-b7c9-101f4acdf836,GEICO,RT @VOgrodnek: While your looking up the GEICO Skytypers prep for Atlantic City Airshow. Follow at https://t.co/jZxia50t6k https://t.co/SRY…,positive,GEICO,positive,899684860658405376,ACPressLoder,209763761
f2c75528-1dc9-44cc-8f9f-7767256e20d2,AIGInsurance,@aigkenham @AiG It's like flying a rebel flag. Everyone knows where the stupidity is.,not,AIG,positive,899676971499745287,bonsaikc,80054701
0e5ed20a-22d0-4ca8-8316-845237c83c47,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/uZuDaFZJxh,neutral,Farmers Insurance Group,positive,897947255998738433,mary1of10,2269627252
5fe696b4-0218-4f83-8cac-41dea2106269,FarmersInsuranceGroup,I just checked in at Farmers Insurance Group with #mPLUSPlaces Download today!  https://t.co/v5mEKIJ6BI,neutral,Farmers Insurance Group,positive,899636094630731778,JScales94558,714982776257122304
ce0babbc-2434-4956-ae7e-603411b4311b,AIGInsurance,"RT @aigkenham: At @AiG, we unashamedly believe that the Word of God is our authority in every area.",not,AIG,positive,899677495519215617,thank_christ,899674627986817024
227c7d9c-d227-4c99-a442-243e6be8bd15,Liberty Mutual,BBB Business Profile | Liberty Mutual Group | Accreditation https://t.co/waeovzkwE5,neutral,Liberty Mutual,positive,918518172780654592,GlobeComm_,877534563643215872
a6d91b48-6997-49e4-b0c4-a41817dbf6a2,AIGInsurance,"RT @delCamp_cat: Nou vessament d'aigües fecals a #Calafell, aquest cop a la platja https://t.co/LyYZG8602t #BaixPenedèsDiari #delCamp",neutral,AIG,positive,899655056001204225,SilviaPolo5,1469309222
5e94af0a-f658-4e90-9828-206bbdbd504a,AIGInsurance,"RT @aigkenham: At @AiG, we unashamedly believe that the Word of God is our authority in every area.",not,AIG,positive,899675988149358595,Machma7Machos,1685967536
3f61e880-c906-492d-b344-dcbbaca22ca1,State Farm,@janetchristie54 @StateFarm @GavinDeGraw Wish there were some M&Gs available!,neutral,StateFarm,negative,897939980277997569,ollie_proper,792057269362057216
b7fbfd2c-571b-4752-bfb3-4022a850a481,GEICO,Start your career at GEICO in college. YOU ARE GUARANTEED an interview with GEICO for either an internship or a full-time job! https://t.co/6e3FOibCft,neutral,GEICO,positive,918497305594073088,SBUCareerCenter,44234143
f582bcc5-aee7-4e4e-a326-3a9899c69e2c,GEICO,"Martin, Hampshire in Podium Battle at Budds Creek Motocross - GEICO Honda Team PR https://t.co/fKp0ch8bMt",neutral,GEICO,positive,899688332208111616,SuperXNews,49114034
36003349-9c7a-4c21-90ba-35f6d085e786,GEICO,@Nationwide Wanna give this responsible guy a better deal on jnsireance than geico?,neutral,GEICO,negative,918498261333368833,imjayrussell,457183222
4f7c1318-349e-433e-8914-b962a761fbef,GEICO,"RT @LAKings: #TBT to the retirement of the Great One’s number #GEICORewind
@GEICO https://t.co/zex26zl34f",neutral,GEICO,negative,918516110298898432,robertgreeley22,143195640
58288cdc-8e9d-4f72-9d5f-bf6c955fed56,AIGInsurance,Sanitat obri expedient a Aigües de Xiva després de detectar-se falta de cloració en l'aigua  https://t.co/B8kuI7C9Vz https://t.co/EOWvzc9FuO,not,AIG,positive,899690195624361984,20mValencia,2305162380
618bf925-bbf3-4b12-aab8-8687cc3be47f,AIGInsurance,“I couldn’t imagine doing anything else”.  @gleeson_alex on what it takes to be AIG Irish Close Champion https://t.co/joVB9kTCtg https://t.co/qLGJw5voMd,not,AIG,positive,899658189397950464,GUIGolf,2924925514
